spec_path,file_path,segment_id,start,end,label_binary,label_multiclass,label_class_name,activity_code,sample_id,dataset,split
data\processed\dronerf_spectrograms\spec_006725.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,81,5308416,5439488,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006726.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,82,5373952,5505024,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006727.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,83,5439488,5570560,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006728.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,84,5505024,5636096,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006729.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,85,5570560,5701632,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006730.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,86,5636096,5767168,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006731.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,87,5701632,5832704,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006732.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,88,5767168,5898240,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006733.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,89,5832704,5963776,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006734.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,90,5898240,6029312,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006735.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,91,5963776,6094848,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006736.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,92,6029312,6160384,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006737.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,93,6094848,6225920,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006738.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,94,6160384,6291456,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006739.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,95,6225920,6356992,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006740.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,96,6291456,6422528,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006741.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,97,6356992,6488064,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006742.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,98,6422528,6553600,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006743.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,99,6488064,6619136,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006744.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,100,6553600,6684672,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006745.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,101,6619136,6750208,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006746.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,102,6684672,6815744,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006747.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,103,6750208,6881280,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006748.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,104,6815744,6946816,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006749.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,105,6881280,7012352,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006750.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,106,6946816,7077888,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006751.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,107,7012352,7143424,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006752.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,108,7077888,7208960,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006753.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,109,7143424,7274496,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006754.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,110,7208960,7340032,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006755.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,111,7274496,7405568,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006756.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,112,7340032,7471104,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006757.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,113,7405568,7536640,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006758.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,114,7471104,7602176,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006759.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,115,7536640,7667712,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006760.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,116,7602176,7733248,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006761.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,117,7667712,7798784,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006762.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,118,7733248,7864320,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006763.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,119,7798784,7929856,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006764.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,120,7864320,7995392,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006765.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,121,7929856,8060928,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006766.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,122,7995392,8126464,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006767.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,123,8060928,8192000,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006768.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,124,8126464,8257536,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006769.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,125,8192000,8323072,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006770.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,126,8257536,8388608,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006771.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,127,8323072,8454144,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006772.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,128,8388608,8519680,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006773.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,129,8454144,8585216,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006774.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,130,8519680,8650752,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006775.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,131,8585216,8716288,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006776.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,132,8650752,8781824,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006777.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,133,8716288,8847360,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006778.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,134,8781824,8912896,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006779.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,135,8847360,8978432,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006780.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,136,8912896,9043968,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006781.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,137,8978432,9109504,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006782.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,138,9043968,9175040,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006783.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,139,9109504,9240576,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006784.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,140,9175040,9306112,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006785.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,141,9240576,9371648,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006786.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,142,9306112,9437184,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006787.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,143,9371648,9502720,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006788.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,144,9437184,9568256,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006789.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,145,9502720,9633792,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006790.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,146,9568256,9699328,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006791.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,147,9633792,9764864,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006792.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,148,9699328,9830400,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006793.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,149,9764864,9895936,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006794.npy,data\raw\DroneRF\Bepop drone\10001H_10.csv,150,9830400,9961472,1,2,Bepop drone,10001H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_006795.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,0,0,131072,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006796.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,1,65536,196608,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006797.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,2,131072,262144,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006798.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,3,196608,327680,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006799.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,4,262144,393216,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006800.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,5,327680,458752,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006801.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,6,393216,524288,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006802.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,7,458752,589824,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006803.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,8,524288,655360,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006804.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,9,589824,720896,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006805.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,10,655360,786432,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006806.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,11,720896,851968,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006807.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,12,786432,917504,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006808.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,13,851968,983040,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006809.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,14,917504,1048576,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006810.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,15,983040,1114112,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006811.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,16,1048576,1179648,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006812.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,17,1114112,1245184,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006813.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,18,1179648,1310720,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006814.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,19,1245184,1376256,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006815.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,20,1310720,1441792,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006816.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,21,1376256,1507328,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006817.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,22,1441792,1572864,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006818.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,23,1507328,1638400,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006819.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,24,1572864,1703936,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006820.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,25,1638400,1769472,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006821.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,26,1703936,1835008,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006822.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,27,1769472,1900544,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006823.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,28,1835008,1966080,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006824.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,29,1900544,2031616,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006825.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,30,1966080,2097152,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006826.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,31,2031616,2162688,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006827.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,32,2097152,2228224,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006828.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,33,2162688,2293760,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006829.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,34,2228224,2359296,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006830.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,35,2293760,2424832,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006831.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,36,2359296,2490368,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006832.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,37,2424832,2555904,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006833.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,38,2490368,2621440,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006834.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,39,2555904,2686976,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006835.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,40,2621440,2752512,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006836.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,41,2686976,2818048,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006837.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,42,2752512,2883584,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006838.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,43,2818048,2949120,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006839.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,44,2883584,3014656,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006840.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,45,2949120,3080192,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006841.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,46,3014656,3145728,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006842.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,47,3080192,3211264,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006843.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,48,3145728,3276800,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006844.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,49,3211264,3342336,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006845.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,50,3276800,3407872,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006846.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,51,3342336,3473408,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006847.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,52,3407872,3538944,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006848.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,53,3473408,3604480,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006849.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,54,3538944,3670016,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006850.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,55,3604480,3735552,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006851.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,56,3670016,3801088,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006852.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,57,3735552,3866624,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006853.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,58,3801088,3932160,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006854.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,59,3866624,3997696,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006855.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,60,3932160,4063232,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006856.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,61,3997696,4128768,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006857.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,62,4063232,4194304,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006858.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,63,4128768,4259840,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006859.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,64,4194304,4325376,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006860.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,65,4259840,4390912,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006861.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,66,4325376,4456448,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006862.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,67,4390912,4521984,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006863.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,68,4456448,4587520,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006864.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,69,4521984,4653056,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006865.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,70,4587520,4718592,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006866.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,71,4653056,4784128,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006867.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,72,4718592,4849664,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006868.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,73,4784128,4915200,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006869.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,74,4849664,4980736,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006870.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,75,4915200,5046272,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006871.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,76,4980736,5111808,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006872.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,77,5046272,5177344,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006873.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,78,5111808,5242880,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006874.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,79,5177344,5308416,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006875.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,80,5242880,5373952,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006876.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,81,5308416,5439488,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006877.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,82,5373952,5505024,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006878.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,83,5439488,5570560,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006879.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,84,5505024,5636096,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006880.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,85,5570560,5701632,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006881.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,86,5636096,5767168,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006882.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,87,5701632,5832704,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006883.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,88,5767168,5898240,1,2,Bepop drone,10001H,11,DroneRF,test
data\processed\dronerf_spectrograms\spec_006884.npy,data\raw\DroneRF\Bepop drone\10001H_11.csv,89,5832704,5963776,1,2,Bepop drone,10001H,11,DroneRF,test
